	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
227437	England/NOTT-247EA7/2020	EPI_ISL_840079	Lincolnshire Hospitals and DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Nichola Duckworth et al
227452	England/NOTT-247F95/2020	EPI_ISL_840094	Lincolnshire Hospitals and DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Nichola Duckworth et al
227453	England/NOTT-247FA4/2020	EPI_ISL_840095	Lincolnshire Hospitals and DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Nichola Duckworth et al
227904	England/NOTT-24D3A2/2020	EPI_ISL_950707	Lincolnshire Hospitals and DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Nichola Duckworth et al
229083	England/OXON-F3FACF/2020	EPI_ISL_840220	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229115	England/OXON-F4009C/2020	EPI_ISL_764529	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229131	England/OXON-F4067C/2020	EPI_ISL_764533	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229139	England/OXON-F4080D/2020	EPI_ISL_764537	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229269	England/OXON-F41CF1/2020	EPI_ISL_819723	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229389	England/OXON-F42FE8/2020	EPI_ISL_819808	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229614	England/OXON-F45EBB/2020	EPI_ISL_950870	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229617	England/OXON-F45FF4/2020	EPI_ISL_950873	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229619	England/OXON-F4601E/2020	EPI_ISL_840340	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
230331	England/OXON-F56691/2021	EPI_ISL_951449	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
230955	England/PORT-2D4294/2020	EPI_ISL_577196	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
235455	England/QEUH-116ED6F/2021	EPI_ISL_948242	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
237263	England/QEUH-95DCF8/2020	EPI_ISL_536971	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
237406	England/QEUH-95F2F4/2020	EPI_ISL_532434	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238336	England/QEUH-96A77F/2020	EPI_ISL_531574	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238484	England/QEUH-96BC9D/2020	EPI_ISL_531427	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238498	England/QEUH-96BDA9/2020	EPI_ISL_531339	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238533	England/QEUH-96C1E8/2020	EPI_ISL_530814	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238544	England/QEUH-96C379/2020	EPI_ISL_530947	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238589	England/QEUH-96C8F2/2020	EPI_ISL_530788	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238591	England/QEUH-96CB08/2020	EPI_ISL_530641	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238626	England/QEUH-96DADD/2020	EPI_ISL_530774	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238632	England/QEUH-96DD98/2020	EPI_ISL_530726	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238730	England/QEUH-96EE85/2020	EPI_ISL_530501	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238743	England/QEUH-96F060/2020	EPI_ISL_530465	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238794	England/QEUH-96F4A0/2020	EPI_ISL_530408	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238819	England/QEUH-96F6D7/2020	EPI_ISL_530564	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238833	England/QEUH-96F84A/2020	EPI_ISL_530407	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238870	England/QEUH-96FD5A/2020	EPI_ISL_540297	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238932	England/QEUH-98F2DD/2020	EPI_ISL_540357	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
238967	England/QEUH-98F905/2020	EPI_ISL_540122	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239013	England/QEUH-98FF30/2020	EPI_ISL_539946	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239041	England/QEUH-99028E/2020	EPI_ISL_530389	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239058	England/QEUH-99044C/2020	EPI_ISL_540074	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239076	England/QEUH-990734/2020	EPI_ISL_530378	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239077	England/QEUH-990743/2020	EPI_ISL_530382	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239082	England/QEUH-9962F1/2020	EPI_ISL_549524	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239131	England/QEUH-997E0B/2020	EPI_ISL_537185	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239135	England/QEUH-997E47/2020	EPI_ISL_537160	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239180	England/QEUH-9982E0/2020	EPI_ISL_539909	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239192	England/QEUH-998417/2020	EPI_ISL_540126	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239199	England/QEUH-998480/2020	EPI_ISL_540042	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239221	England/QEUH-99870F/2020	EPI_ISL_540065	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239234	England/QEUH-998848/2020	EPI_ISL_539951	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239246	England/QEUH-998981/2020	EPI_ISL_540045	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239255	England/QEUH-998A60/2020	EPI_ISL_540116	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239272	England/QEUH-998C5B/2020	EPI_ISL_539986	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239342	England/QEUH-999470/2020	EPI_ISL_559761	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239372	England/QEUH-99C2A0/2020	EPI_ISL_559791	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239381	England/QEUH-9A3F54/2020	EPI_ISL_540150	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239415	England/QEUH-9A4269/2020	EPI_ISL_540190	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239420	England/QEUH-9A42B4/2020	EPI_ISL_540145	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239427	England/QEUH-9A4348/2020	EPI_ISL_540186	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239475	England/QEUH-9ACBC0/2020	EPI_ISL_559800	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239486	England/QEUH-9ACE5E/2020	EPI_ISL_559811	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239518	England/QEUH-9AE117/2020	EPI_ISL_638627	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
239533	England/QEUH-9AE250/2020	EPI_ISL_637545	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
239536	England/QEUH-9AE29C/2020	EPI_ISL_637664	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
239538	England/QEUH-9AE2BA/2020	EPI_ISL_638632	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
239581	England/QEUH-9AE7D9/2020	EPI_ISL_577241	University of Exeter	COVID-19 Genomics UK (COG-UK) Consortium	Ben Temperton et al
239631	England/QEUH-9AECCB/2020	EPI_ISL_573494	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Sergi Castellano et al
239680	England/QEUH-9AF3D4/2020	EPI_ISL_559840	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239693	England/QEUH-9AF617/2020	EPI_ISL_559853	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239702	England/QEUH-9B0D1E/2020	EPI_ISL_559862	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239761	England/QEUH-9B3F33/2020	EPI_ISL_573559	Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield	COVID-19 Genomics UK (COG-UK) Consortium	Thushan de Silva et al
239773	England/QEUH-9B414B/2020	EPI_ISL_559879	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239782	England/QEUH-9B42DF/2020	EPI_ISL_559888	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239797	England/QEUH-9B464C/2020	EPI_ISL_590279	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239808	England/QEUH-9B4785/2020	EPI_ISL_590424	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239843	England/QEUH-9B4A31/2020	EPI_ISL_590190	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239844	England/QEUH-9B4A40/2020	EPI_ISL_590450	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239845	England/QEUH-9B4A8C/2020	EPI_ISL_590185	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239846	England/QEUH-9B4A9B/2020	EPI_ISL_590241	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239862	England/QEUH-9B4C59/2020	EPI_ISL_590375	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239876	England/QEUH-9B4D65/2020	EPI_ISL_590362	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239879	England/QEUH-9B4D92/2020	EPI_ISL_590180	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239894	England/QEUH-9B4E9F/2020	EPI_ISL_590266	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239898	England/QEUH-9B4F14/2020	EPI_ISL_590315	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239919	England/QEUH-9B512C/2020	EPI_ISL_590192	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239927	England/QEUH-9B51E0/2020	EPI_ISL_590195	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239945	England/QEUH-9B5371/2020	EPI_ISL_590317	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239951	England/QEUH-9B53EA/2020	EPI_ISL_590407	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239955	England/QEUH-9B5423/2020	EPI_ISL_590459	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239966	England/QEUH-9B556C/2020	EPI_ISL_590267	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239974	England/QEUH-9B560F/2020	EPI_ISL_590203	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239993	England/QEUH-9B6F5E/2020	EPI_ISL_590600	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240011	England/QEUH-9B70B4/2020	EPI_ISL_590603	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240012	England/QEUH-9B712A/2020	EPI_ISL_590496	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240066	England/QEUH-9B763A/2020	EPI_ISL_590546	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240072	England/QEUH-9B7694/2020	EPI_ISL_590654	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240088	England/QEUH-9B7843/2020	EPI_ISL_590610	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240101	England/QEUH-9B7931/2020	EPI_ISL_590484	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240110	England/QEUH-9B79D7/2020	EPI_ISL_590567	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240111	England/QEUH-9B79E6/2020	EPI_ISL_590631	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240127	England/QEUH-9B7B1D/2020	EPI_ISL_590623	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240132	England/QEUH-9B7B68/2020	EPI_ISL_590544	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240135	England/QEUH-9B7B95/2020	EPI_ISL_590616	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240161	England/QEUH-9B7E05/2020	EPI_ISL_590602	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240172	England/QEUH-9B7EE7/2020	EPI_ISL_590518	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
